0,1,2,3,4,5,6,7
Java开发工程师,          东华软件股份公司        ,面议,全栈开发|Vue|后端开发|上市公司|1000-9999人|计算机软件,南宁·良庆·良庆镇,1-3年,本科,http://www.zhaopin.com/jobdetail/CC193399810J40490459507.htm
Java开发工程师（短期-现场面试）,          深圳极联信息技术股份有限公司        ,1万-1.2万,JavaScript|Spring|Mybatis|MySQL|Oracle|SPRING CLOUD|民营|500-999人|计算机软件,北京·海淀·西北旺,3-5年,本科,http://www.zhaopin.com/jobdetail/CC409287530J40671210807.htm
Java开发工程师,          武汉联宇技术股份有限公司        ,9千-1.8万,Java|外商独资|100-299人|电力/水利/热力/燃气,武汉·江夏·佛祖岭,3-5年,本科,http://www.zhaopin.com/jobdetail/CC159706910J40107348310.htm
Java开发工程师,          东华软件股份公司        ,面议,SpringBoot|SpringCloud|上市公司|1000-9999人|计算机软件,郑州·管城·商都路,1-3年,本科,http://www.zhaopin.com/jobdetail/CC193399810J40317683507.htm
Java开发工程师-六险一金,          国子软件        ,6千-1.2万,Spring|JavaScript|Oracle|上市公司|1000-9999人|计算机软件,济南·历城·孙村,经验不限,本科,http://www.zhaopin.com/jobdetail/CC120777260J40622589409.htm
Java开发工程师,          软通动力信息技术(集团)股份有限公司        ,1万-1.5万,开发|Java|JavaScript|Spring|Oracle|Redis|民营|10000人以上|互联网,东莞·寮步镇,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40543134016.htm
Java开发工程师（武汉）,          武汉智博创享科技股份有限公司        ,7千-1.4万,Spring|MySQL|Redis|Oracle|民营|100-299人|计算机软件,武汉·东湖高新区·关东,1-3年,本科,http://www.zhaopin.com/jobdetail/CC360163730J40543302803.htm
Java开发工程师（2025届毕业生）,          东信和平科技股份有限公司        ,1.2万-2万,Java|国企|1000-9999人|IT服务,珠海·香洲区·南屏镇,无经验,本科,http://www.zhaopin.com/jobdetail/CC148938970J40679838910.htm
Java开发工程师（南京）,          山大地纬        ,9千-1.5万,JavaScript|Spring|MySQL|Oracle|Redis|上市公司|1000-9999人|计算机软件,南京·秦淮·洪武路,经验不限,本科,http://www.zhaopin.com/jobdetail/CC585870720J40617589814.htm
JAVA开发工程师(J10447),          四川爱莎悦丽健康管理集团有限公司        ,8千-1.4万,JavaScript|Spring|Mybatis|MySQL|1000-9999人|美发/美容/保健,成都·武侯·石羊,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1482719510J40765312615.htm
中级Java开发工程师,          广州华资软件技术有限公司        ,9千-1.3万·15薪,Java|前端开发|Web前端|MyBatis|后端开发|JavaWeb|民营|1000-9999人|计算机软件,广州·天河·天园,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000363200J40427490511.htm
23/24届-java开发工程师,          南京葡萄诚信息科技有限公司        ,8千-1.2万,JavaScript|Java|合资|20-99人|互联网,上海·徐汇·虹梅路,1年以下,本科,http://www.zhaopin.com/jobdetail/CC518391230J40682189007.htm
对日JAVA开发工程师,          上海达巴辛软件有限公司        ,9千-1.4万·13薪,Java|COBOL|日语|民营|20-99人|计算机软件,重庆·大渡口·春晖路,3-5年,学历不限,http://www.zhaopin.com/jobdetail/CCL1345680450J40512257016.htm
Java开发工程师,          云南电信公众信息产业有限公司        ,8千-1.2万,SpringBoot|Java|JavaScript|SQL|Oracle|MySQL|HTML|国企|100-299人|IT服务,昆明·西山·西苑,经验不限,本科,http://www.zhaopin.com/jobdetail/CC179860720J40347317704.htm
日语java开发工程师,          株式会社GSD        ,1万-1.5万,Spring|SpringBoot|Docker|后端开发|服务器开发|全栈开发|MySQL|Redis|SQLServer|缓存技术|微服务架构|消息队列|日语口语N2水平以上|愿意赴日本工作|外商独资|100-299人|计算机软件,大连·甘井子·凌水,1-3年,本科,http://www.zhaopin.com/jobdetail/CC293515380J40471778711.htm
对日JAVA开发工程师,          上海达巴辛软件有限公司        ,9千-1.4万·13薪,Java|COBOL|日语|民营|20-99人|计算机软件,西安·雁塔·丈八沟,3-5年,学历不限,http://www.zhaopin.com/jobdetail/CCL1345680450J40512256916.htm
JAVA 开发工程师,          运城制版集团        ,1万-1.6万,MySQL|Oracle|用友 NCC|股份制企业|10000人以上|印刷/包装/造纸,上海·嘉定·安亭,经验不限,本科,http://www.zhaopin.com/jobdetail/CC522948120J40833419704.htm
Java开发工程师（福州市仓山区）,          华苏科技        ,1万-1.5万,Java|民营|1000-9999人|通信/网络设备,福州·仓山·建新,3-5年,本科,http://www.zhaopin.com/jobdetail/CC666898020J40652774902.htm
JAVA开发工程师（2025届校园招聘）,          新意科技        ,100-200/天,JavaScript|CSS|MySQL|Oracle|外商独资|500-999人|计算机软件,福州·鼓楼·水部,无经验,本科,http://www.zhaopin.com/jobdetail/CC120072230J40685533308.htm
Java开发工程师（周末双休、弹性打卡、六险一金）,          亿能达信息        ,8千-1.5万,后端开发|Oracle|初级软件工程师|软件工程师|全栈开发|SpringCloud|SpringBoot|股份制企业|300-499人|计算机软件,福州·鼓楼·五凤,无经验,本科,http://www.zhaopin.com/jobdetail/CC212223110J40295466215.htm
Java开发工程师,          青果软件        ,7千-1.4万,Spring|后端开发|SQL Server|Java|Linux|Oracle|民营|300-499人|计算机软件,长沙·长沙·湘龙,经验不限,本科,http://www.zhaopin.com/jobdetail/CC141453260J40146518013.htm
JAVA开发工程师（2025届校园招聘）,          新意科技        ,100-200/天,JavaScript|CSS|MySQL|Oracle|外商独资|500-999人|计算机软件,厦门·思明·莲前,无经验,本科,http://www.zhaopin.com/jobdetail/CC120072230J40685533208.htm
Java开发工程师,          武汉兴智联科技服务有限责任公司        ,8千-1.6万,JavaScript|Python|C|MySQL|Oracle|SQLServer|国企|1000-9999人|运营商/增值服务,武汉·东西湖·金银湖,1-3年,本科,http://www.zhaopin.com/jobdetail/CC289606080J40548294506.htm
Java开发工程师-滨湖新区,          京北方        ,1万-1.7万,JavaScript|Python|Spring|Mybatis|MySQL|PostgreSQL|民营|10000人以上|IT服务,合肥·包河·烟墩,3-5年,本科,http://www.zhaopin.com/jobdetail/CC315847110J40677715607.htm
Java开发工程师,          广西轩博科技有限公司        ,7千-1.2万,JavaScript|Python|CSS|Spring|软件工程师|民营|20人以下|计算机软件,南宁·青秀·建政,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1406665470J40654498409.htm
Java开发工程师（上海）短期,          深圳极联信息技术股份有限公司        ,9千-1万,Redis|MySQL|民营|500-999人|计算机软件,上海·闵行·吴泾,1-3年,大专,http://www.zhaopin.com/jobdetail/CC409287530J40685882107.htm
Java开发工程师（初中高）,          京北方        ,9千-1.6万,Java|Spring|Mybatis|SpringMVC|SpringCloud|民营|10000人以上|IT服务,佛山·南海·桂城,3-5年,本科,http://www.zhaopin.com/jobdetail/CC315847110J40250621207.htm
初级JAVA开发工程师（征信公司）,          江西联合股权交易中心股份有限公司        ,1万-1.6万·15薪,国企|100-299人|证券/期货,南昌·红谷滩·沙井,1-3年,本科,http://www.zhaopin.com/jobdetail/CC293098930J40627199310.htm
初级java开发工程师,          江苏鑫瑞源科技有限公司        ,8千-1.2万,JavaScript|Spring|MySQL|民营|20-99人|计算机软件,南京·鼓楼·中央门,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1335802250J40673993410.htm
java开发工程师（可应届）,          浪潮集团        ,1万-1.5万,Spring|Dubbo|Maven|PostgreSQL|MongoDB|APACHE PULSAR|RABBIT MQ|国企|10000人以上|IT服务,济南·历下·舜华路,经验不限,硕士,http://www.zhaopin.com/jobdetail/CC120143600J40760224815.htm
Java开发工程师,          软通动力信息技术(集团)股份有限公司        ,8千-1.4万,Spring|MySQL|低代码开发|民营|10000人以上|互联网,东莞·大朗镇,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40632944916.htm
java开发工程师,          全国海关信息中心        ,1万-1.5万·14薪,Java|事业单位|100-299人|计算机软件,北京·建国门,经验不限,本科,http://www.zhaopin.com/jobdetail/CC120585390J40066096809.htm
Java开发工程师,          中软国际        ,面议,Java|后端开发|SQL|Spring|SpringBoot|SpringMVC|Mybatis|SpringCloud|上市公司|10000人以上|计算机软件,西安·雁塔·鱼化寨,1-3年,本科,http://www.zhaopin.com/jobdetail/CC508620120J40256716912.htm
Java开发工程师,          普联软件股份有限公司        ,8千-1.2万·13薪,Spring|SpringBoot|后端开发|Oracle|MySQL|Java|上市公司|1000-9999人|计算机软件,济南·历下·舜华路,1-3年,本科,http://www.zhaopin.com/jobdetail/CC153424410J40435350716.htm
资深java开发工程师,          武汉兴智联科技服务有限责任公司        ,8千-1.6万,JavaScript|Spring|Mybatis|MySQL|PostgreSQL|Oracle|国企|1000-9999人|运营商/增值服务,武汉·东西湖·金银湖,3-5年,本科,http://www.zhaopin.com/jobdetail/CC289606080J40573397306.htm
Java开发工程师（校园招聘）,          武汉达梦数据库股份有限公司        ,1.2万-2万,Java|Javascript|jQuery|数据库|国企|1000-9999人|IT服务,武汉·江夏·豹澥,无经验,本科,http://www.zhaopin.com/jobdetail/CC203847920J40262493307.htm
Java开发工程师-急招,          软通动力信息技术(集团)股份有限公司        ,1万-1.7万,Java|民营|10000人以上|互联网,南京·江宁·淳化,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40585503216.htm
Java开发工程师-楚河汉街,          京北方        ,1万-1.2万,Java|Spring|后端开发|Oracle|信贷|前置|数据分析|民营|10000人以上|IT服务,武汉·武昌·水果湖街,3-5年,本科,http://www.zhaopin.com/jobdetail/CC315847110J40200382207.htm
深圳-java开发工程师（招商信诺）,          中科软科技股份有限公司        ,9千-1.2万,Java|JVM|J2EE|SQL|Spring|后端开发|股份制企业|1000-9999人|计算机软件,深圳·南山·粤海,1-3年,本科,http://www.zhaopin.com/jobdetail/CC120160390J40181889216.htm
java开发工程师,          软通动力信息技术(集团)股份有限公司        ,1万-2万,JavaScript|Python|民营|10000人以上|互联网,南京·江宁·淳化,经验不限,本科,http://www.zhaopin.com/jobdetail/CC000544460J40603570716.htm
Java开发工程师,          中华通信系统有限责任公司河北分公司        ,7千-1.4万,Java|Linux|MySQL|数据库|国企|300-499人|IT服务,石家庄·桥西·友谊,经验不限,本科,http://www.zhaopin.com/jobdetail/CC376479086J00611238105.htm
Java开发工程师,          山东智和创信息技术有限公司        ,7千-1.2万,MySQL|股份制企业|100-299人|计算机软件,银川·金凤区·长城中路街道,3-5年,本科,http://www.zhaopin.com/jobdetail/CC461476710J40536228104.htm
Java开发工程师（江西南昌）,          国新健康保障服务集团股份有限公司北京分公司        ,9千-1.6万,国企|1000-9999人|卫生服务,南昌·东湖·大院,1-3年,本科,http://www.zhaopin.com/jobdetail/CC825721820J40632438809.htm
java开发工程师,          南京葡萄诚信息科技有限公司        ,9千-1.5万,JavaScript|合资|20-99人|互联网,北京·朝阳·来广营,1年以下,本科,http://www.zhaopin.com/jobdetail/CC518391230J40676878507.htm
java开发工程师,          京北方        ,1.1万-1.3万,后端开发|SpringBoot|SpringCloud|SpringMVC|Struts|Hibernate|Mybatis|银行支付类|民营|10000人以上|IT服务,福州·台江·鳌峰,1-3年,本科,http://www.zhaopin.com/jobdetail/CC315847110J40442645807.htm
JAVA开发工程师（校园招聘） (MJ000066),          山东华云三维科技有限公司        ,9千-1.5万·14薪,JavaScript|Spring|Mybatis|MySQL|MongoDB|Redis|其它|100-299人|计算机软件,济南·历下·舜华路,无经验,本科,http://www.zhaopin.com/jobdetail/CCL1224370370J40636562502.htm
Java开发工程师,          软通动力信息技术(集团)股份有限公司        ,7千-1.3万,SpringBoot|后端开发|JavaScript|民营|10000人以上|互联网,郑州·中原·梧桐,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40408662016.htm
Java开发工程师,          东方通信        ,9千-1.5万,MySQL|Oracle|J2EE|WebSphere|linux|Spring|国企|1000-9999人|运营商/增值服务,南昌·青山湖·艾溪湖管理处,1-3年,硕士,http://www.zhaopin.com/jobdetail/CC000537240J40573718809.htm
Java开发工程师,          兰州乐智教育科技有限责任公司        ,9千-1.4万·13薪,Java|国企|300-499人|互联网,兰州·城关区·雁南街道,3-5年,本科,http://www.zhaopin.com/jobdetail/CC287398730J40091499906.htm
23/24届-java开发工程师,          南京葡萄诚信息科技有限公司        ,8千-1.2万,JavaScript|Java|合资|20-99人|互联网,南京·建邺·沙洲,1年以下,本科,http://www.zhaopin.com/jobdetail/CC518391230J40682189107.htm
Java开发工程师(J13072),          先进数通        ,1万-1.7万,JavaScript|Spring|WCS|WMS|股份制企业|1000-9999人|IT服务,武汉·武昌,经验不限,本科,http://www.zhaopin.com/jobdetail/CC000432190J40612794216.htm
JAVA开发工程师-福州,          中电福富信息科技有限公司        ,1万-1.6万·13薪,Java|J2EE|JSP|Struts|Hibernate|HTML|CSS|JavaScript|国企|1000-9999人|IT服务,福州·晋安·茶园,3-5年,本科,http://www.zhaopin.com/jobdetail/CC180936110J40238110608.htm
对日JAVA开发工程师,          上海达巴辛软件有限公司        ,1万-1.5万·13薪,Java|COBOL|日语|民营|20-99人|计算机软件,上海·虹口·曲阳路,3-5年,学历不限,http://www.zhaopin.com/jobdetail/CCL1345680450J40512257316.htm
Java开发工程师,          国子软件        ,6千-1.2万,Oracle|Java|上市公司|1000-9999人|计算机软件,济南·历城·孙村,经验不限,本科,http://www.zhaopin.com/jobdetail/CC120777260J40596834609.htm
Java开发工程师,          海颐软件        ,5千-1万,SpringMVC|全栈开发|微服务架构|Java|SpringBoot|SpringCloud|CSS|HTML|国企|1000-9999人|计算机软件,烟台·芝罘·世回尧,1-3年,本科,http://www.zhaopin.com/jobdetail/CC176732310J40397132412.htm
Java开发工程师初中级急招！！！,          山东智和创信息技术有限公司        ,8千-1.6万,Oracle|MySQL|中级以上资格证|ERP|股份制企业|100-299人|计算机软件,银川·金凤区·长城中路街道,1-3年,本科,http://www.zhaopin.com/jobdetail/CC461476710J40771108104.htm
JAVA开发工程师,          华诺星空技术股份有限公司        ,1万-2万,Java|JAVA开发|后端开发|JavaScript|股份制企业|500-999人|电子/半导体/集成电路,长沙·岳麓·麓谷,经验不限,本科,http://www.zhaopin.com/jobdetail/CC201057714J00262595204.htm
Java开发工程师,          哈尔滨彩网科技有限公司        ,8千-1.5万,C++|Python|PHP|MySQL|Oracle|SQLServer|民营|100-299人|计算机软件,哈尔滨·南岗·跃进,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1477965250J40479144713.htm
java开发工程师（实习生）,          南京睿行数智地铁有限公司        ,3千-3.5千,Java|Spring|MySQL|PostgreSQL|Oracle|国企|20-99人|计算机软件,南京·建邺·沙洲,无经验,本科,http://www.zhaopin.com/jobdetail/CCL1394312620J40652609308.htm
